Model,Asset,Value,What
MLPClassifier,BTCUSDT_4h,0.3922694276734467,F1 VALIDATION
MLPClassifier,BTCUSDT_4h,"{0: 0.5378151260504201, 1: 0.46218487394957986}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_4h,"{1: 0.9243697478991597, 0: 0.07563025210084033}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_4h,0.3806360980573517,F1 VALIDATION
MLPClassifier,BTCUSDT_4h,"{0: 0.5378151260504201, 1: 0.46218487394957986}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_4h,"{1: 0.5966386554621849, 0: 0.40336134453781514}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_4h,0.45640961325764734,F1 VALIDATION
MLPClassifier,BTCUSDT_4h,"{0: 0.5378151260504201, 1: 0.46218487394957986}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_4h,"{1: 0.7310924369747899, 0: 0.2689075630252101}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_4h,0.34073181290139687,F1 VALIDATION
MLPClassifier,BTCUSDT_4h,"{0: 0.5378151260504201, 1: 0.46218487394957986}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_4h,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_4h,0.34073181290139687,F1 VALIDATION
MLPClassifier,BTCUSDT_4h,"{0: 0.5378151260504201, 1: 0.46218487394957986}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_4h,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_4h,0.3547737277776795,F1 VALIDATION
MLPClassifier,BTCUSDT_4h,"{0: 0.5378151260504201, 1: 0.46218487394957986}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_4h,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_4h,0.34073181290139687,F1 VALIDATION
