Model,Asset,Accuracy,What
MLPClassifier,BNBUSDT_4h,"{0: 0.505705157462346, 1: 0.49429484253765404}",DESBALANCEO PREDICCIÓN
MLPClassifier,SOLUSDT_4h,0.4757460085259301,F1 VALIDATION
MLPClassifier,SOLUSDT_4h,"{1: 0.5172413793103449, 0: 0.4827586206896552}",DESBALANCEO REAL VAL
MLPClassifier,SOLUSDT_4h,"{0: 0.5172413793103449, 1: 0.4827586206896552}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,SOLUSDT_4h,0.5093564582382474,FINAL TEST
MLPClassifier,SOLUSDT_4h,0.4837459398549471,F1 FINAL TEST
MLPClassifier,SOLUSDT_4h,"{1: 0.5038795070743952, 0: 0.49612049292560473}",DESBALANCEO REAL
MLPClassifier,SOLUSDT_4h,"{0: 0.7266088544043816, 1: 0.27339114559561845}",DESBALANCEO PREDICCIÓN
MLPClassifier,ADAUSDT_4h,0.4038460200847841,F1 VALIDATION
MLPClassifier,ADAUSDT_4h,"{0: 0.6206896551724138, 1: 0.3793103448275862}",DESBALANCEO REAL VAL
MLPClassifier,ADAUSDT_4h,"{0: 0.8275862068965517, 1: 0.1724137931034483}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ADAUSDT_4h,0.525330899132816,FINAL TEST
MLPClassifier,ADAUSDT_4h,0.46981246218995765,F1 FINAL TEST
MLPClassifier,ADAUSDT_4h,"{0: 0.5203103605659516, 1: 0.47968963943404835}",DESBALANCEO REAL
MLPClassifier,ADAUSDT_4h,"{0: 0.8032861706983113, 1: 0.19671382930168874}",DESBALANCEO PREDICCIÓN
MLPClassifier,TRXUSDT_4h,0.46158132663764784,F1 VALIDATION
MLPClassifier,TRXUSDT_4h,"{1: 0.8620689655172413, 0: 0.13793103448275862}",DESBALANCEO REAL VAL
MLPClassifier,TRXUSDT_4h,"{1: 0.896551724137931, 0: 0.10344827586206896}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,TRXUSDT_4h,0.5326335006846189,FINAL TEST
MLPClassifier,TRXUSDT_4h,0.4584325425561703,F1 FINAL TEST
MLPClassifier,TRXUSDT_4h,"{1: 0.5358283888635327, 0: 0.4641716111364674}",DESBALANCEO REAL
MLPClassifier,TRXUSDT_4h,"{1: 0.8343222272934733, 0: 0.1656777727065267}",DESBALANCEO PREDICCIÓN
MLPClassifier,LINKUSDT_4h,0.34634077226217685,F1 VALIDATION
MLPClassifier,LINKUSDT_4h,"{0: 0.6551724137931034, 1: 0.3448275862068966}",DESBALANCEO REAL VAL
MLPClassifier,LINKUSDT_4h,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,LINKUSDT_4h,0.48881789137380194,FINAL TEST
MLPClassifier,LINKUSDT_4h,0.43343916868455706,F1 FINAL TEST
MLPClassifier,LINKUSDT_4h,"{0: 0.5143769968051118, 1: 0.48562300319488816}",DESBALANCEO REAL
MLPClassifier,LINKUSDT_4h,"{1: 0.8270196257416704, 0: 0.17298037425832952}",DESBALANCEO PREDICCIÓN
MLPClassifier,AVAXUSDT_4h,0.2906795020733074,F1 VALIDATION
MLPClassifier,AVAXUSDT_4h,"{0: 0.6551724137931034, 1: 0.3448275862068966}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_4h,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_4h,0.5376540392514834,FINAL TEST
MLPClassifier,AVAXUSDT_4h,0.3496586524191155,F1 FINAL TEST
MLPClassifier,AVAXUSDT_4h,"{0: 0.5376540392514834, 1: 0.46234596074851664}",DESBALANCEO REAL
MLPClassifier,AVAXUSDT_4h,{0: 1.0},DESBALANCEO PREDICCIÓN
RandomForestClassifier,BTCUSDT_4h,0.482313013146332,F1 VALIDATION
RandomForestClassifier,BTCUSDT_4h,"{1: 0.5172413793103449, 0: 0.4827586206896552}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_4h,"{0: 0.5862068965517241, 1: 0.41379310344827586}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_4h,0.5244180739388408,FINAL TEST
RandomForestClassifier,BTCUSDT_4h,0.5237989754371912,F1 FINAL TEST
RandomForestClassifier,BTCUSDT_4h,"{1: 0.5390232770424463, 0: 0.46097672295755365}",DESBALANCEO REAL
RandomForestClassifier,BTCUSDT_4h,"{0: 0.5029666818804199, 1: 0.4970333181195801}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ETHUSDT_4h,0.6057532899524334,F1 VALIDATION
RandomForestClassifier,ETHUSDT_4h,"{0: 0.6206896551724138, 1: 0.3793103448275862}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_4h,"{0: 0.8620689655172413, 1: 0.13793103448275862}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_4h,0.49748973071656777,FINAL TEST
RandomForestClassifier,ETHUSDT_4h,0.4971612423121539,F1 FINAL TEST
RandomForestClassifier,ETHUSDT_4h,"{1: 0.52259242355089, 0: 0.47740757644910997}",DESBALANCEO REAL
RandomForestClassifier,ETHUSDT_4h,"{1: 0.5029666818804199, 0: 0.4970333181195801}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,XRPUSDT_4h,0.45805683407216946,F1 VALIDATION
RandomForestClassifier,XRPUSDT_4h,"{0: 0.6896551724137931, 1: 0.3103448275862069}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_4h,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_4h,0.5075308078502967,FINAL TEST
RandomForestClassifier,XRPUSDT_4h,0.4994727088453012,F1 FINAL TEST
RandomForestClassifier,XRPUSDT_4h,"{1: 0.5061615700593336, 0: 0.49383842994066635}",DESBALANCEO REAL
RandomForestClassifier,XRPUSDT_4h,"{0: 0.6330442720219078, 1: 0.36695572797809217}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BNBUSDT_4h,0.45799360079719903,F1 VALIDATION
RandomForestClassifier,BNBUSDT_4h,"{0: 0.6206896551724138, 1: 0.3793103448275862}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_4h,"{1: 0.6206896551724138, 0: 0.3793103448275862}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_4h,0.48288452761296213,FINAL TEST
RandomForestClassifier,BNBUSDT_4h,0.4828840967262211,F1 FINAL TEST
RandomForestClassifier,BNBUSDT_4h,"{1: 0.536741214057508, 0: 0.46325878594249204}",DESBALANCEO REAL
RandomForestClassifier,BNBUSDT_4h,"{0: 0.5376540392514834, 1: 0.46234596074851664}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,SOLUSDT_4h,0.4238283156043231,F1 VALIDATION
RandomForestClassifier,SOLUSDT_4h,"{1: 0.5172413793103449, 0: 0.4827586206896552}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_4h,"{1: 0.8275862068965517, 0: 0.1724137931034483}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_4h,0.5111821086261981,FINAL TEST
RandomForestClassifier,SOLUSDT_4h,0.501327668613914,F1 FINAL TEST
RandomForestClassifier,SOLUSDT_4h,"{1: 0.5038795070743952, 0: 0.49612049292560473}",DESBALANCEO REAL
RandomForestClassifier,SOLUSDT_4h,"{0: 0.6444545869465997, 1: 0.35554541305340026}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ADAUSDT_4h,0.5028331385773984,F1 VALIDATION
RandomForestClassifier,ADAUSDT_4h,"{0: 0.6206896551724138, 1: 0.3793103448275862}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_4h,"{0: 0.8620689655172413, 1: 0.13793103448275862}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_4h,0.46827932450935644,FINAL TEST
RandomForestClassifier,ADAUSDT_4h,0.4674588495718311,F1 FINAL TEST
RandomForestClassifier,ADAUSDT_4h,"{0: 0.5203103605659516, 1: 0.47968963943404835}",DESBALANCEO REAL
RandomForestClassifier,ADAUSDT_4h,"{0: 0.5189411227749886, 1: 0.4810588772250114}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,TRXUSDT_4h,0.5501005144770905,F1 VALIDATION
RandomForestClassifier,TRXUSDT_4h,"{1: 0.8620689655172413, 0: 0.13793103448275862}",DESBALANCEO REAL VAL
RandomForestClassifier,TRXUSDT_4h,"{1: 0.9655172413793104, 0: 0.034482758620689655}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,TRXUSDT_4h,0.5038795070743952,FINAL TEST
RandomForestClassifier,TRXUSDT_4h,0.47102978101508874,F1 FINAL TEST
RandomForestClassifier,TRXUSDT_4h,"{1: 0.5358283888635327, 0: 0.4641716111364674}",DESBALANCEO REAL
RandomForestClassifier,TRXUSDT_4h,"{1: 0.7133728890917389, 0: 0.2866271109082611}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,LINKUSDT_4h,0.40979874198656063,F1 VALIDATION
RandomForestClassifier,LINKUSDT_4h,"{0: 0.6551724137931034, 1: 0.3448275862068966}",DESBALANCEO REAL VAL
RandomForestClassifier,LINKUSDT_4h,"{1: 0.5862068965517241, 0: 0.41379310344827586}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,LINKUSDT_4h,0.5157462345960748,FINAL TEST
RandomForestClassifier,LINKUSDT_4h,0.5112563522560535,F1 FINAL TEST
RandomForestClassifier,LINKUSDT_4h,"{0: 0.5143769968051118, 1: 0.48562300319488816}",DESBALANCEO REAL
RandomForestClassifier,LINKUSDT_4h,"{0: 0.5814696485623003, 1: 0.4185303514376997}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,AVAXUSDT_4h,0.5096335840289272,F1 VALIDATION
RandomForestClassifier,AVAXUSDT_4h,"{0: 0.6551724137931034, 1: 0.3448275862068966}",DESBALANCEO REAL VAL
RandomForestClassifier,AVAXUSDT_4h,"{1: 0.5862068965517241, 0: 0.41379310344827586}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,AVAXUSDT_4h,0.5572797809219534,FINAL TEST
RandomForestClassifier,AVAXUSDT_4h,0.5525611723808048,F1 FINAL TEST
RandomForestClassifier,AVAXUSDT_4h,"{0: 0.5376540392514834, 1: 0.46234596074851664}",DESBALANCEO REAL
RandomForestClassifier,AVAXUSDT_4h,"{0: 0.565038795070744, 1: 0.43496120492925605}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BTCUSDT_4h,0.5300949738203858,F1 VALIDATION
GradientBoostingClassifier,BTCUSDT_4h,"{1: 0.5172413793103449, 0: 0.4827586206896552}",DESBALANCEO REAL VAL
GradientBoostingClassifier,BTCUSDT_4h,"{1: 0.6206896551724138, 0: 0.3793103448275862}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,BTCUSDT_4h,0.49201277955271566,FINAL TEST
GradientBoostingClassifier,BTCUSDT_4h,0.4914636152880625,F1 FINAL TEST
GradientBoostingClassifier,BTCUSDT_4h,"{1: 0.5390232770424463, 0: 0.46097672295755365}",DESBALANCEO REAL
GradientBoostingClassifier,BTCUSDT_4h,"{0: 0.5718849840255591, 1: 0.4281150159744409}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ETHUSDT_4h,0.548825344160195,F1 VALIDATION
GradientBoostingClassifier,ETHUSDT_4h,"{0: 0.6206896551724138, 1: 0.3793103448275862}",DESBALANCEO REAL VAL
GradientBoostingClassifier,ETHUSDT_4h,"{0: 0.6206896551724138, 1: 0.3793103448275862}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,ETHUSDT_4h,0.4970333181195801,FINAL TEST
GradientBoostingClassifier,ETHUSDT_4h,0.49241464850319544,F1 FINAL TEST
GradientBoostingClassifier,ETHUSDT_4h,"{1: 0.52259242355089, 0: 0.47740757644910997}",DESBALANCEO REAL
GradientBoostingClassifier,ETHUSDT_4h,"{1: 0.5727978092195345, 0: 0.42720219078046556}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,XRPUSDT_4h,0.4844278357352569,F1 VALIDATION
GradientBoostingClassifier,XRPUSDT_4h,"{0: 0.6896551724137931, 1: 0.3103448275862069}",DESBALANCEO REAL VAL
GradientBoostingClassifier,XRPUSDT_4h,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,XRPUSDT_4h,0.505705157462346,FINAL TEST
GradientBoostingClassifier,XRPUSDT_4h,0.5009442265891432,F1 FINAL TEST
GradientBoostingClassifier,XRPUSDT_4h,"{1: 0.5061615700593336, 0: 0.49383842994066635}",DESBALANCEO REAL
GradientBoostingClassifier,XRPUSDT_4h,"{0: 0.6038338658146964, 1: 0.3961661341853035}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BNBUSDT_4h,0.4036315148411923,F1 VALIDATION
GradientBoostingClassifier,BNBUSDT_4h,"{0: 0.6206896551724138, 1: 0.3793103448275862}",DESBALANCEO REAL VAL
GradientBoostingClassifier,BNBUSDT_4h,"{1: 0.6896551724137931, 0: 0.3103448275862069}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,BNBUSDT_4h,0.5038795070743952,FINAL TEST
GradientBoostingClassifier,BNBUSDT_4h,0.5002781225312822,F1 FINAL TEST
GradientBoostingClassifier,BNBUSDT_4h,"{1: 0.536741214057508, 0: 0.46325878594249204}",DESBALANCEO REAL
GradientBoostingClassifier,BNBUSDT_4h,"{0: 0.6216339570972159, 1: 0.37836604290278414}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,SOLUSDT_4h,0.45789043067318114,F1 VALIDATION
GradientBoostingClassifier,SOLUSDT_4h,"{1: 0.5172413793103449, 0: 0.4827586206896552}",DESBALANCEO REAL VAL
GradientBoostingClassifier,SOLUSDT_4h,"{1: 0.6896551724137931, 0: 0.3103448275862069}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,SOLUSDT_4h,0.5134641716111364,FINAL TEST
GradientBoostingClassifier,SOLUSDT_4h,0.5060180367672563,F1 FINAL TEST
GradientBoostingClassifier,SOLUSDT_4h,"{1: 0.5038795070743952, 0: 0.49612049292560473}",DESBALANCEO REAL
GradientBoostingClassifier,SOLUSDT_4h,"{0: 0.6266544956640804, 1: 0.3733455043359197}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ADAUSDT_4h,0.5426382079493326,F1 VALIDATION
GradientBoostingClassifier,ADAUSDT_4h,"{0: 0.6206896551724138, 1: 0.3793103448275862}",DESBALANCEO REAL VAL
GradientBoostingClassifier,ADAUSDT_4h,"{0: 0.7931034482758621, 1: 0.20689655172413793}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,ADAUSDT_4h,0.48014605203103605,FINAL TEST
GradientBoostingClassifier,ADAUSDT_4h,0.48011832778671837,F1 FINAL TEST
GradientBoostingClassifier,ADAUSDT_4h,"{0: 0.5203103605659516, 1: 0.47968963943404835}",DESBALANCEO REAL
GradientBoostingClassifier,ADAUSDT_4h,"{1: 0.5130077590141487, 0: 0.4869922409858512}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,TRXUSDT_4h,0.4623100672212181,F1 VALIDATION
GradientBoostingClassifier,TRXUSDT_4h,"{1: 0.8620689655172413, 0: 0.13793103448275862}",DESBALANCEO REAL VAL
GradientBoostingClassifier,TRXUSDT_4h,"{0: 0.7241379310344828, 1: 0.27586206896551724}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,TRXUSDT_4h,0.5102692834322228,FINAL TEST
GradientBoostingClassifier,TRXUSDT_4h,0.5005267859893411,F1 FINAL TEST
GradientBoostingClassifier,TRXUSDT_4h,"{1: 0.5358283888635327, 0: 0.4641716111364674}",DESBALANCEO REAL
GradientBoostingClassifier,TRXUSDT_4h,"{1: 0.6038338658146964, 0: 0.3961661341853035}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,LINKUSDT_4h,0.4211003946182344,F1 VALIDATION
GradientBoostingClassifier,LINKUSDT_4h,"{0: 0.6551724137931034, 1: 0.3448275862068966}",DESBALANCEO REAL VAL
GradientBoostingClassifier,LINKUSDT_4h,"{1: 0.5517241379310345, 0: 0.4482758620689655}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,LINKUSDT_4h,0.5125513464171612,FINAL TEST
GradientBoostingClassifier,LINKUSDT_4h,0.509493241033742,F1 FINAL TEST
GradientBoostingClassifier,LINKUSDT_4h,"{0: 0.5143769968051118, 1: 0.48562300319488816}",DESBALANCEO REAL
GradientBoostingClassifier,LINKUSDT_4h,"{0: 0.5645823824737563, 1: 0.43541761752624375}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,AVAXUSDT_4h,0.5188763395043914,F1 VALIDATION
GradientBoostingClassifier,AVAXUSDT_4h,"{0: 0.6551724137931034, 1: 0.3448275862068966}",DESBALANCEO REAL VAL
GradientBoostingClassifier,AVAXUSDT_4h,"{1: 0.6206896551724138, 0: 0.3793103448275862}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,AVAXUSDT_4h,0.5312642628936559,FINAL TEST
GradientBoostingClassifier,AVAXUSDT_4h,0.526223390087811,F1 FINAL TEST
GradientBoostingClassifier,AVAXUSDT_4h,"{0: 0.5376540392514834, 1: 0.46234596074851664}",DESBALANCEO REAL
GradientBoostingClassifier,AVAXUSDT_4h,"{0: 0.5654952076677316, 1: 0.43450479233226835}",DESBALANCEO PREDICCIÓN
