Model,Asset,Accuracy,What
RandomForestClassifier,BTCUSDT_1d,"{1: 0.7733333333333333, 0: 0.22666666666666666}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{1: 0.52, 0: 0.48}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.4808743169398907,FINAL TEST
RandomForestClassifier,BTCUSDT_1d,0.4684299036844519,F1 FINAL TEST
RandomForestClassifier,BTCUSDT_1d,"{1: 0.5628415300546448, 0: 0.4371584699453552}",DESBALANCEO REAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.7158469945355191, 1: 0.28415300546448086}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ETHUSDT_1d,0.42172713875185047,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.72, 0: 0.28}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.76, 1: 0.24}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.4918032786885246,FINAL TEST
RandomForestClassifier,ETHUSDT_1d,0.49178810320114663,F1 FINAL TEST
RandomForestClassifier,ETHUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.5191256830601093, 1: 0.4808743169398907}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,XRPUSDT_1d,0.5607100572251538,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6, 0: 0.4}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.8133333333333334, 0: 0.18666666666666668}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.5273224043715847,FINAL TEST
RandomForestClassifier,XRPUSDT_1d,0.5272906448072745,F1 FINAL TEST
RandomForestClassifier,XRPUSDT_1d,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BNBUSDT_1d,0.41605135066605864,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.7066666666666667, 0: 0.29333333333333333}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.76, 1: 0.24}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.47540983606557374,FINAL TEST
RandomForestClassifier,BNBUSDT_1d,0.4628344289863935,F1 FINAL TEST
RandomForestClassifier,BNBUSDT_1d,"{1: 0.5382513661202186, 0: 0.46174863387978143}",DESBALANCEO REAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.6912568306010929, 1: 0.3087431693989071}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,SOLUSDT_1d,0.48495721085824917,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.8533333333333334, 0: 0.14666666666666667}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.5466666666666666, 1: 0.4533333333333333}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.4453551912568306,FINAL TEST
RandomForestClassifier,SOLUSDT_1d,0.416790297892382,F1 FINAL TEST
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.7349726775956285, 1: 0.2650273224043716}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ADAUSDT_1d,0.434387876754508,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.8, 0: 0.2}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{1: 0.8533333333333334, 0: 0.14666666666666667}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.5327868852459017,FINAL TEST
RandomForestClassifier,ADAUSDT_1d,0.5194379391100703,F1 FINAL TEST
RandomForestClassifier,ADAUSDT_1d,"{0: 0.5409836065573771, 1: 0.45901639344262296}",DESBALANCEO REAL
RandomForestClassifier,ADAUSDT_1d,"{0: 0.6256830601092896, 1: 0.3743169398907104}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,TRXUSDT_1d,0.48803509598103867,F1 VALIDATION
RandomForestClassifier,TRXUSDT_1d,"{1: 0.6933333333333334, 0: 0.30666666666666664}",DESBALANCEO REAL VAL
RandomForestClassifier,TRXUSDT_1d,"{0: 0.6533333333333333, 1: 0.3466666666666667}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,TRXUSDT_1d,0.4726775956284153,FINAL TEST
RandomForestClassifier,TRXUSDT_1d,0.4440885517089409,F1 FINAL TEST
RandomForestClassifier,TRXUSDT_1d,"{1: 0.6010928961748634, 0: 0.3989071038251366}",DESBALANCEO REAL
RandomForestClassifier,TRXUSDT_1d,"{1: 0.6256830601092896, 0: 0.3743169398907104}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,LINKUSDT_1d,0.4429565459811114,F1 VALIDATION
RandomForestClassifier,LINKUSDT_1d,"{1: 0.7066666666666667, 0: 0.29333333333333333}",DESBALANCEO REAL VAL
RandomForestClassifier,LINKUSDT_1d,"{0: 0.9866666666666667, 1: 0.013333333333333334}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,LINKUSDT_1d,0.5,FINAL TEST
RandomForestClassifier,LINKUSDT_1d,0.4157281807475902,F1 FINAL TEST
RandomForestClassifier,LINKUSDT_1d,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
RandomForestClassifier,LINKUSDT_1d,"{0: 0.8743169398907104, 1: 0.12568306010928962}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,AVAXUSDT_1d,0.4936819313904503,F1 VALIDATION
RandomForestClassifier,AVAXUSDT_1d,"{1: 0.84, 0: 0.16}",DESBALANCEO REAL VAL
RandomForestClassifier,AVAXUSDT_1d,"{0: 0.6933333333333334, 1: 0.30666666666666664}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,AVAXUSDT_1d,0.5382513661202186,FINAL TEST
RandomForestClassifier,AVAXUSDT_1d,0.5232134185352768,F1 FINAL TEST
RandomForestClassifier,AVAXUSDT_1d,"{0: 0.5245901639344263, 1: 0.47540983606557374}",DESBALANCEO REAL
RandomForestClassifier,AVAXUSDT_1d,"{0: 0.6530054644808743, 1: 0.3469945355191257}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BTCUSDT_1d,0.49770842498239076,F1 VALIDATION
GradientBoostingClassifier,BTCUSDT_1d,"{1: 0.7733333333333333, 0: 0.22666666666666666}",DESBALANCEO REAL VAL
GradientBoostingClassifier,BTCUSDT_1d,"{1: 0.6, 0: 0.4}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,BTCUSDT_1d,0.4918032786885246,FINAL TEST
GradientBoostingClassifier,BTCUSDT_1d,0.4850217864923747,F1 FINAL TEST
GradientBoostingClassifier,BTCUSDT_1d,"{1: 0.5628415300546448, 0: 0.4371584699453552}",DESBALANCEO REAL
GradientBoostingClassifier,BTCUSDT_1d,"{0: 0.6775956284153005, 1: 0.3224043715846995}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ETHUSDT_1d,0.4194479767561079,F1 VALIDATION
GradientBoostingClassifier,ETHUSDT_1d,"{1: 0.72, 0: 0.28}",DESBALANCEO REAL VAL
GradientBoostingClassifier,ETHUSDT_1d,"{0: 0.72, 1: 0.28}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,ETHUSDT_1d,0.5491803278688525,FINAL TEST
GradientBoostingClassifier,ETHUSDT_1d,0.5482056154473429,F1 FINAL TEST
GradientBoostingClassifier,ETHUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
GradientBoostingClassifier,ETHUSDT_1d,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,XRPUSDT_1d,0.563613909996538,F1 VALIDATION
GradientBoostingClassifier,XRPUSDT_1d,"{1: 0.6, 0: 0.4}",DESBALANCEO REAL VAL
GradientBoostingClassifier,XRPUSDT_1d,"{1: 0.7466666666666667, 0: 0.25333333333333335}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,XRPUSDT_1d,0.5273224043715847,FINAL TEST
GradientBoostingClassifier,XRPUSDT_1d,0.5271494395363947,F1 FINAL TEST
GradientBoostingClassifier,XRPUSDT_1d,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
GradientBoostingClassifier,XRPUSDT_1d,"{1: 0.5245901639344263, 0: 0.47540983606557374}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BNBUSDT_1d,0.43141409198474767,F1 VALIDATION
GradientBoostingClassifier,BNBUSDT_1d,"{1: 0.7066666666666667, 0: 0.29333333333333333}",DESBALANCEO REAL VAL
GradientBoostingClassifier,BNBUSDT_1d,"{0: 0.7466666666666667, 1: 0.25333333333333335}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,BNBUSDT_1d,0.4808743169398907,FINAL TEST
GradientBoostingClassifier,BNBUSDT_1d,0.4645002310180194,F1 FINAL TEST
GradientBoostingClassifier,BNBUSDT_1d,"{1: 0.5382513661202186, 0: 0.46174863387978143}",DESBALANCEO REAL
GradientBoostingClassifier,BNBUSDT_1d,"{0: 0.7131147540983607, 1: 0.28688524590163933}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,SOLUSDT_1d,0.5006854591393024,F1 VALIDATION
GradientBoostingClassifier,SOLUSDT_1d,"{1: 0.8533333333333334, 0: 0.14666666666666667}",DESBALANCEO REAL VAL
GradientBoostingClassifier,SOLUSDT_1d,"{1: 0.5733333333333334, 0: 0.4266666666666667}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,SOLUSDT_1d,0.4672131147540984,FINAL TEST
GradientBoostingClassifier,SOLUSDT_1d,0.46701815439073385,F1 FINAL TEST
GradientBoostingClassifier,SOLUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
GradientBoostingClassifier,SOLUSDT_1d,"{1: 0.505464480874317, 0: 0.49453551912568305}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ADAUSDT_1d,0.48191926715532124,F1 VALIDATION
GradientBoostingClassifier,ADAUSDT_1d,"{1: 0.8, 0: 0.2}",DESBALANCEO REAL VAL
GradientBoostingClassifier,ADAUSDT_1d,"{1: 0.52, 0: 0.48}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,ADAUSDT_1d,0.5136612021857924,FINAL TEST
GradientBoostingClassifier,ADAUSDT_1d,0.5099148436794751,F1 FINAL TEST
GradientBoostingClassifier,ADAUSDT_1d,"{0: 0.5409836065573771, 1: 0.45901639344262296}",DESBALANCEO REAL
GradientBoostingClassifier,ADAUSDT_1d,"{0: 0.546448087431694, 1: 0.453551912568306}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,TRXUSDT_1d,0.4967238520264209,F1 VALIDATION
GradientBoostingClassifier,TRXUSDT_1d,"{1: 0.6933333333333334, 0: 0.30666666666666664}",DESBALANCEO REAL VAL
GradientBoostingClassifier,TRXUSDT_1d,"{0: 0.7066666666666667, 1: 0.29333333333333333}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,TRXUSDT_1d,0.5,FINAL TEST
GradientBoostingClassifier,TRXUSDT_1d,0.48157436433298506,F1 FINAL TEST
GradientBoostingClassifier,TRXUSDT_1d,"{1: 0.6010928961748634, 0: 0.3989071038251366}",DESBALANCEO REAL
GradientBoostingClassifier,TRXUSDT_1d,"{1: 0.587431693989071, 0: 0.412568306010929}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,LINKUSDT_1d,0.39712925014508926,F1 VALIDATION
GradientBoostingClassifier,LINKUSDT_1d,"{1: 0.7066666666666667, 0: 0.29333333333333333}",DESBALANCEO REAL VAL
GradientBoostingClassifier,LINKUSDT_1d,"{0: 0.9733333333333334, 1: 0.02666666666666667}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,LINKUSDT_1d,0.47540983606557374,FINAL TEST
GradientBoostingClassifier,LINKUSDT_1d,0.40738741777702814,F1 FINAL TEST
GradientBoostingClassifier,LINKUSDT_1d,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
GradientBoostingClassifier,LINKUSDT_1d,"{0: 0.8333333333333334, 1: 0.16666666666666666}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,AVAXUSDT_1d,0.5061342947313733,F1 VALIDATION
GradientBoostingClassifier,AVAXUSDT_1d,"{1: 0.84, 0: 0.16}",DESBALANCEO REAL VAL
GradientBoostingClassifier,AVAXUSDT_1d,"{0: 0.9066666666666666, 1: 0.09333333333333334}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,AVAXUSDT_1d,0.5737704918032787,FINAL TEST
GradientBoostingClassifier,AVAXUSDT_1d,0.5627909826023033,F1 FINAL TEST
GradientBoostingClassifier,AVAXUSDT_1d,"{0: 0.5245901639344263, 1: 0.47540983606557374}",DESBALANCEO REAL
GradientBoostingClassifier,AVAXUSDT_1d,"{0: 0.6338797814207651, 1: 0.366120218579235}",DESBALANCEO PREDICCIÓN
