Model,Asset,Accuracy,What
MLPClassifier,BTCUSDT_1d,"{1: 0.8497267759562842, 0: 0.15027322404371585}",DESBALANCEO PREDICCIÓN
MLPClassifier,ETHUSDT_1d,0.5136612021857924,ACC CRYPTO TEST
MLPClassifier,ETHUSDT_1d,0.44344587206123565,F1 CRYPTO TEST
MLPClassifier,ETHUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
MLPClassifier,ETHUSDT_1d,"{1: 0.8415300546448088, 0: 0.15846994535519127}",DESBALANCEO PREDICCIÓN
MLPClassifier,LINKUSDT_1d,0.4371584699453552,ACC CRYPTO TEST
MLPClassifier,LINKUSDT_1d,0.4273083583994166,F1 CRYPTO TEST
MLPClassifier,LINKUSDT_1d,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
MLPClassifier,LINKUSDT_1d,"{1: 0.6366120218579235, 0: 0.3633879781420765}",DESBALANCEO PREDICCIÓN
MLPClassifier,SOLUSDT_1d,0.45081967213114754,ACC CRYPTO TEST
MLPClassifier,SOLUSDT_1d,0.44239034040521186,F1 CRYPTO TEST
MLPClassifier,SOLUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
MLPClassifier,SOLUSDT_1d,"{1: 0.6092896174863388, 0: 0.3907103825136612}",DESBALANCEO PREDICCIÓN
MLPClassifier,TRXUSDT_1d,0.6120218579234973,ACC CRYPTO TEST
MLPClassifier,TRXUSDT_1d,0.41048094373865696,F1 CRYPTO TEST
MLPClassifier,TRXUSDT_1d,"{1: 0.6010928961748634, 0: 0.3989071038251366}",DESBALANCEO REAL
MLPClassifier,TRXUSDT_1d,"{1: 0.9836065573770492, 0: 0.01639344262295082}",DESBALANCEO PREDICCIÓN
MLPClassifier,XRPUSDT_1d,0.5273224043715847,ACC CRYPTO TEST
MLPClassifier,XRPUSDT_1d,0.452886434922363,F1 CRYPTO TEST
MLPClassifier,XRPUSDT_1d,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
MLPClassifier,XRPUSDT_1d,"{0: 0.8633879781420765, 1: 0.1366120218579235}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,global,0.5047901234567902,ACC VALIDATION
RandomForestClassifier,global,0.4949967810518719,F1 VALIDATION
RandomForestClassifier,global,"{1: 0.7437037037037038, 0: 0.2562962962962963}",DESBALANCEO REAL VAL
RandomForestClassifier,global,"{0: 0.5318518518518518, 1: 0.46814814814814815}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,global,0.5015179113539769,ACC FINAL TEST
RandomForestClassifier,global,0.5012237141226753,F1 FINAL TEST
RandomForestClassifier,ADAUSDT_1d,0.5218579234972678,ACC CRYPTO TEST
RandomForestClassifier,ADAUSDT_1d,0.4997149038874612,F1 CRYPTO TEST
RandomForestClassifier,ADAUSDT_1d,"{0: 0.5409836065573771, 1: 0.45901639344262296}",DESBALANCEO REAL
RandomForestClassifier,ADAUSDT_1d,"{0: 0.6693989071038251, 1: 0.33060109289617484}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,AVAXUSDT_1d,0.4890710382513661,ACC CRYPTO TEST
RandomForestClassifier,AVAXUSDT_1d,0.4884256317878419,F1 CRYPTO TEST
RandomForestClassifier,AVAXUSDT_1d,"{0: 0.5245901639344263, 1: 0.47540983606557374}",DESBALANCEO REAL
RandomForestClassifier,AVAXUSDT_1d,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BNBUSDT_1d,0.46994535519125685,ACC CRYPTO TEST
RandomForestClassifier,BNBUSDT_1d,0.4691686602870814,F1 CRYPTO TEST
RandomForestClassifier,BNBUSDT_1d,"{1: 0.5382513661202186, 0: 0.46174863387978143}",DESBALANCEO REAL
RandomForestClassifier,BNBUSDT_1d,"{1: 0.5, 0: 0.5}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BTCUSDT_1d,0.5163934426229508,ACC CRYPTO TEST
RandomForestClassifier,BTCUSDT_1d,0.51621647860082,F1 CRYPTO TEST
RandomForestClassifier,BTCUSDT_1d,"{1: 0.5628415300546448, 0: 0.4371584699453552}",DESBALANCEO REAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.5437158469945356, 1: 0.4562841530054645}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ETHUSDT_1d,0.48633879781420764,ACC CRYPTO TEST
RandomForestClassifier,ETHUSDT_1d,0.48558612440191384,F1 CRYPTO TEST
RandomForestClassifier,ETHUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.5519125683060109, 1: 0.44808743169398907}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,LINKUSDT_1d,0.5245901639344263,ACC CRYPTO TEST
RandomForestClassifier,LINKUSDT_1d,0.46944148227139426,F1 CRYPTO TEST
RandomForestClassifier,LINKUSDT_1d,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
RandomForestClassifier,LINKUSDT_1d,"{0: 0.8169398907103825, 1: 0.1830601092896175}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,SOLUSDT_1d,0.4344262295081967,ACC CRYPTO TEST
RandomForestClassifier,SOLUSDT_1d,0.43255813953488376,F1 CRYPTO TEST
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.5710382513661202, 1: 0.42896174863387976}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,TRXUSDT_1d,0.5655737704918032,ACC CRYPTO TEST
RandomForestClassifier,TRXUSDT_1d,0.47927162095655673,F1 CRYPTO TEST
RandomForestClassifier,TRXUSDT_1d,"{1: 0.6010928961748634, 0: 0.3989071038251366}",DESBALANCEO REAL
RandomForestClassifier,TRXUSDT_1d,"{1: 0.8060109289617486, 0: 0.19398907103825136}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,XRPUSDT_1d,0.505464480874317,ACC CRYPTO TEST
RandomForestClassifier,XRPUSDT_1d,0.5052835176652453,F1 CRYPTO TEST
RandomForestClassifier,XRPUSDT_1d,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
RandomForestClassifier,XRPUSDT_1d,"{0: 0.5136612021857924, 1: 0.48633879781420764}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,global,0.48632098765432097,ACC VALIDATION
GradientBoostingClassifier,global,0.4751975085050775,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.7437037037037038, 0: 0.2562962962962963}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5585185185185185, 0: 0.4414814814814815}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.50789313904068,ACC FINAL TEST
GradientBoostingClassifier,global,0.507792932430341,F1 FINAL TEST
GradientBoostingClassifier,ADAUSDT_1d,0.4918032786885246,ACC CRYPTO TEST
GradientBoostingClassifier,ADAUSDT_1d,0.46354609929078017,F1 CRYPTO TEST
GradientBoostingClassifier,ADAUSDT_1d,"{0: 0.5409836065573771, 1: 0.45901639344262296}",DESBALANCEO REAL
GradientBoostingClassifier,ADAUSDT_1d,"{0: 0.6885245901639344, 1: 0.3114754098360656}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,AVAXUSDT_1d,0.49453551912568305,ACC CRYPTO TEST
GradientBoostingClassifier,AVAXUSDT_1d,0.4945015565858138,F1 CRYPTO TEST
GradientBoostingClassifier,AVAXUSDT_1d,"{0: 0.5245901639344263, 1: 0.47540983606557374}",DESBALANCEO REAL
GradientBoostingClassifier,AVAXUSDT_1d,"{1: 0.5163934426229508, 0: 0.48360655737704916}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BNBUSDT_1d,0.43989071038251365,ACC CRYPTO TEST
GradientBoostingClassifier,BNBUSDT_1d,0.4352999616157511,F1 CRYPTO TEST
GradientBoostingClassifier,BNBUSDT_1d,"{1: 0.5382513661202186, 0: 0.46174863387978143}",DESBALANCEO REAL
GradientBoostingClassifier,BNBUSDT_1d,"{1: 0.5519125683060109, 0: 0.44808743169398907}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BTCUSDT_1d,0.5027322404371585,ACC CRYPTO TEST
GradientBoostingClassifier,BTCUSDT_1d,0.49936868686868685,F1 CRYPTO TEST
GradientBoostingClassifier,BTCUSDT_1d,"{1: 0.5628415300546448, 0: 0.4371584699453552}",DESBALANCEO REAL
GradientBoostingClassifier,BTCUSDT_1d,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ETHUSDT_1d,0.46994535519125685,ACC CRYPTO TEST
GradientBoostingClassifier,ETHUSDT_1d,0.4653313253012048,F1 CRYPTO TEST
GradientBoostingClassifier,ETHUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
GradientBoostingClassifier,ETHUSDT_1d,"{0: 0.6065573770491803, 1: 0.39344262295081966}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,LINKUSDT_1d,0.5191256830601093,ACC CRYPTO TEST
GradientBoostingClassifier,LINKUSDT_1d,0.4786324786324786,F1 CRYPTO TEST
GradientBoostingClassifier,LINKUSDT_1d,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
