Model,Asset,Accuracy,What
RandomForestClassifier,AVAXUSDT_4h,"{0: 0.5376540392514834, 1: 0.46234596074851664}",DESBALANCEO REAL
RandomForestClassifier,AVAXUSDT_4h,"{0: 0.5947056138749429, 1: 0.405294386125057}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BNBUSDT_4h,0.49155636695572796,ACC CRYPTO TEST
RandomForestClassifier,BNBUSDT_4h,0.4908256689346945,F1 CRYPTO TEST
RandomForestClassifier,BNBUSDT_4h,"{1: 0.536741214057508, 0: 0.46325878594249204}",DESBALANCEO REAL
RandomForestClassifier,BNBUSDT_4h,"{0: 0.5746234596074852, 1: 0.4253765403925148}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BTCUSDT_4h,0.49977179370150615,ACC CRYPTO TEST
RandomForestClassifier,BTCUSDT_4h,0.4995214752567694,F1 CRYPTO TEST
RandomForestClassifier,BTCUSDT_4h,"{1: 0.5390232770424463, 0: 0.46097672295755365}",DESBALANCEO REAL
RandomForestClassifier,BTCUSDT_4h,"{0: 0.5613874942948426, 1: 0.4386125057051575}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ETHUSDT_4h,0.5089000456412597,ACC CRYPTO TEST
RandomForestClassifier,ETHUSDT_4h,0.506493517367961,F1 CRYPTO TEST
RandomForestClassifier,ETHUSDT_4h,"{1: 0.52259242355089, 0: 0.47740757644910997}",DESBALANCEO REAL
RandomForestClassifier,ETHUSDT_4h,"{0: 0.5924235508900045, 1: 0.4075764491099954}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,LINKUSDT_4h,0.5148334094020995,ACC CRYPTO TEST
RandomForestClassifier,LINKUSDT_4h,0.5085367580387075,F1 CRYPTO TEST
RandomForestClassifier,LINKUSDT_4h,"{0: 0.5143769968051118, 1: 0.48562300319488816}",DESBALANCEO REAL
RandomForestClassifier,LINKUSDT_4h,"{0: 0.5988133272478321, 1: 0.40118667275216796}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,SOLUSDT_4h,0.5043359196713829,ACC CRYPTO TEST
RandomForestClassifier,SOLUSDT_4h,0.4787968078898533,F1 CRYPTO TEST
RandomForestClassifier,SOLUSDT_4h,"{1: 0.5038795070743952, 0: 0.49612049292560473}",DESBALANCEO REAL
RandomForestClassifier,SOLUSDT_4h,"{0: 0.7252396166134185, 1: 0.2747603833865815}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,TRXUSDT_4h,0.5047923322683706,ACC CRYPTO TEST
RandomForestClassifier,TRXUSDT_4h,0.468025971730065,F1 CRYPTO TEST
RandomForestClassifier,TRXUSDT_4h,"{1: 0.5358283888635327, 0: 0.4641716111364674}",DESBALANCEO REAL
RandomForestClassifier,TRXUSDT_4h,"{1: 0.7270652670013692, 0: 0.27293473299863075}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,XRPUSDT_4h,0.5426745778183478,ACC CRYPTO TEST
RandomForestClassifier,XRPUSDT_4h,0.5406066536203522,F1 CRYPTO TEST
RandomForestClassifier,XRPUSDT_4h,"{1: 0.5061615700593336, 0: 0.49383842994066635}",DESBALANCEO REAL
RandomForestClassifier,XRPUSDT_4h,"{0: 0.5732542218165222, 1: 0.42674577818347786}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,global,0.5154022988505746,ACC VALIDATION
GradientBoostingClassifier,global,0.5091550530339697,F1 VALIDATION
GradientBoostingClassifier,global,"{0: 0.5517241379310345, 1: 0.4482758620689655}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5325670498084292, 0: 0.4674329501915709}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.5041330696282773,ACC FINAL TEST
GradientBoostingClassifier,global,0.5041229681663275,F1 FINAL TEST
GradientBoostingClassifier,ADAUSDT_4h,0.47786398904609767,ACC CRYPTO TEST
GradientBoostingClassifier,ADAUSDT_4h,0.47599073446894624,F1 CRYPTO TEST
GradientBoostingClassifier,ADAUSDT_4h,"{0: 0.5203103605659516, 1: 0.47968963943404835}",DESBALANCEO REAL
