timestamp,BTCUSDT_1d,LTCBTC_1d,BNBUSDT_1d,BNBBTC_1d,LTCUSDT_1d,ADABTC_1d,ADAUSDT_1d,SOLUSDT_1d,SOLBTC_1d
2024-12-20,97805.44,0.001037,678.6,0.006938,101.38,9.71e-06,0.9501,194.48,0.0019886
2024-12-21,97291.99,0.001043,663.49,0.00682,101.56,9.3e-06,0.9052,181.45,0.001865
2024-12-22,95186.27,0.001048,649.77,0.006828,99.78,9.28e-06,0.8834,180.52,0.001896
2024-12-23,94881.47,0.001126,694.16,0.007316,106.77,9.77e-06,0.9264,190.11,0.0020036
2024-12-24,98663.58,0.001098,696.9,0.007063,108.35,9.49e-06,0.9358,197.09,0.001998
2024-12-25,99429.6,0.001104,702.72,0.00707,109.82,9.22e-06,0.9176,197.44,0.001986
2024-12-26,95791.6,0.001068,689.4,0.007197,102.23,8.99e-06,0.8611,188.46,0.0019674
2024-12-27,94299.03,0.001066,691.85,0.007336,100.58,9.3e-06,0.8771,184.22,0.0019538
2024-12-28,95300.0,0.001057,722.13,0.007577,100.74,9.33e-06,0.8895,195.5,0.0020511
2024-12-29,93738.2,0.001051,694.71,0.007412,98.51,9.17e-06,0.859,189.94,0.0020266
2024-12-30,92792.05,0.001072,705.36,0.0076,99.4,9.29e-06,0.8615,191.38,0.0020619
2024-12-31,93576.0,0.001104,702.3,0.007505,103.28,9.03e-06,0.8451,189.31,0.0020232
2025-01-01,94591.79,0.001112,707.84,0.007484,105.24,9.74e-06,0.9222,194.28,0.002054
